video_id,author_id,video_type,upload_dt,upload_type,visible_status,video_duration,server_width,server_height,music_id,music_type,tag
1888,5000583,NORMAL,2022-04-09,Kmovie,0.0,165716.0,720.0,1280.0,9138920253,9.0,29
1889,7863442,NORMAL,2022-04-09,Web,0.0,145720.0,720.0,1280.0,9146340064,9.0,"20,43"
1890,5872077,NORMAL,2022-04-10,LongImport,0.0,38016.0,720.0,1556.0,8832742836,9.0,"26,62"
1891,8176000,NORMAL,2022-04-10,Web,0.0,190133.0,1280.0,720.0,9156588849,9.0,12
1892,7721551,AD,2022-04-09,UNKNOWN,0.0,272200.0,720.0,1280.0,0,,19
1893,8374511,NORMAL,2022-04-10,Web,0.0,230599.0,540.0,960.0,9156349971,9.0,38
1894,6195562,NORMAL,2022-04-09,LongImport,0.0,64333.0,720.0,1280.0,9139145879,9.0,28
1895,4953582,NORMAL,2022-04-09,LongImport,0.0,514400.0,720.0,1280.0,9142853053,9.0,28
1896,1913904,NORMAL,2022-04-10,LongImport,0.0,79233.0,720.0,1280.0,4764441480,4.0,34
1897,655362,NORMAL,2022-04-10,LongCamera,0.0,75500.0,720.0,1280.0,3377625783,9.0,2
1898,7564962,NORMAL,2022-04-10,ShortImport,0.0,10033.0,720.0,1280.0,9155250055,9.0,8
1899,4481893,NORMAL,2022-04-10,Web,0.0,10666.0,720.0,1280.0,9156738958,9.0,
1900,6465173,NORMAL,2022-04-09,Web,0.0,238966.0,1280.0,720.0,9138332946,9.0,"12,60"
1901,8063875,NORMAL,2022-04-11,Web,0.0,251350.0,720.0,1280.0,9166633001,9.0,11
1902,2540260,NORMAL,2022-04-09,Web,0.0,12266.0,1280.0,720.0,9142409478,9.0,26
1903,877256,NORMAL,2022-04-10,Web,0.0,457360.0,1280.0,720.0,9153919291,9.0,12
1904,3955520,NORMAL,2022-04-11,Web,0.0,120533.0,720.0,1280.0,9161089671,9.0,"12,62"
1905,2223028,NORMAL,2022-04-10,Web,0.0,61478.0,1280.0,720.0,9155012102,9.0,3
1906,5203230,NORMAL,2022-04-10,Web,0.0,44633.0,720.0,1280.0,9150727332,9.0,25
1907,1801650,NORMAL,2022-04-10,Web,0.0,252999.0,1280.0,720.0,9155794334,9.0,3
1908,7720237,NORMAL,2022-04-11,ShortImport,0.0,7433.0,1280.0,720.0,5128291486,4.0,20
1909,444201,NORMAL,2022-04-10,ShortCamera,0.0,9200.0,720.0,1280.0,9005986441,9.0,8
1910,5632326,NORMAL,2022-04-09,LongImport,0.0,20366.0,720.0,1280.0,9145070710,9.0,6
1911,224731,NORMAL,2022-04-10,LongImport,0.0,132480.0,960.0,720.0,9155163415,9.0,"39,68"
1912,4467348,NORMAL,2022-04-10,Web,0.0,350733.0,720.0,1280.0,9154961182,9.0,39
1913,8226211,NORMAL,2022-04-09,LongImport,0.0,182000.0,1280.0,720.0,9139483456,9.0,3
1914,7660737,NORMAL,2022-04-09,Kmovie,0.0,104633.0,720.0,1280.0,9143667099,9.0,9
1915,5163659,NORMAL,2022-04-10,Kmovie,0.0,142716.0,720.0,1280.0,9148096432,9.0,19
1916,384292,NORMAL,2022-04-11,Web,0.0,150640.0,720.0,1280.0,9163224176,9.0,37
1917,8026470,NORMAL,2022-04-09,LongImport,0.0,22400.0,960.0,720.0,8857522204,4.0,"20,68"
1918,7491378,NORMAL,2022-04-10,LongImport,0.0,76500.0,720.0,1280.0,9157835594,9.0,39
1919,5297878,NORMAL,2022-04-11,Kmovie,0.0,244266.0,720.0,1280.0,9166471799,9.0,3
1920,1264704,NORMAL,2022-04-10,Kmovie,0.0,136500.0,720.0,1280.0,9151430979,9.0,"39,43"
1921,8106090,NORMAL,2022-04-10,Web,0.0,36640.0,720.0,1280.0,9153800103,9.0,36
1922,4878545,NORMAL,2022-04-09,Web,0.0,150766.0,720.0,1280.0,9143999699,9.0,3
1923,1773718,NORMAL,2022-04-09,ShortImport,0.0,19933.0,576.0,804.0,9143013205,9.0,2
1924,5679100,NORMAL,2022-04-10,LongImport,0.0,65500.0,720.0,1280.0,9155976861,9.0,39
1925,1661593,NORMAL,2022-04-09,Kmovie,0.0,76650.0,720.0,1556.0,9145145249,9.0,2
1926,5593987,NORMAL,2022-04-10,LongImport,0.0,36633.0,720.0,1280.0,9147357912,9.0,7
1927,8117382,NORMAL,2022-04-10,Web,0.0,183360.0,1280.0,720.0,9152330148,9.0,20
1928,7934102,NORMAL,2022-04-10,Web,0.0,94280.0,720.0,1280.0,9155129018,9.0,15
1929,7019913,NORMAL,2022-04-09,LongImport,0.0,358551.0,1560.0,720.0,9145217103,9.0,"3,62"
1930,5180532,NORMAL,2022-04-11,ShortImport,0.0,19400.0,720.0,1280.0,9166433506,9.0,17
1931,5331828,NORMAL,2022-04-10,ShortImport,0.0,16566.0,720.0,1280.0,9152475447,9.0,"39,68"
1932,8114422,NORMAL,2022-04-09,Kmovie,0.0,76604.0,720.0,1280.0,8146716262,4.0,"20,68"
1933,5684120,NORMAL,2022-04-10,ShortImport,0.0,15333.0,720.0,1280.0,9149955064,9.0,15
1934,6784004,NORMAL,2022-04-09,LongImport,0.0,156133.0,720.0,1280.0,9140853774,9.0,7
1935,8008332,NORMAL,2022-04-10,LongImport,0.0,153633.0,720.0,1280.0,9159973123,9.0,28
1936,8684272,NORMAL,2022-04-09,LongImport,0.0,24983.0,720.0,1280.0,9145356908,9.0,"12,62"
1937,2245096,NORMAL,2022-04-10,LongImport,0.0,145560.0,720.0,1280.0,9155487731,9.0,12
1938,4902787,NORMAL,2022-04-10,Web,0.0,27750.0,720.0,1280.0,9152887919,9.0,3
1939,7805989,NORMAL,2022-04-11,LongImport,0.0,68280.0,720.0,1280.0,9164019741,9.0,39
1940,90951,NORMAL,2022-04-11,Web,0.0,255950.0,1280.0,720.0,9162253353,9.0,"20,43"
1941,1362751,NORMAL,2022-04-09,LongImport,0.0,34400.0,720.0,1280.0,9138257015,9.0,12
1942,5432333,NORMAL,2022-04-10,Web,0.0,123533.0,720.0,1280.0,9155267506,9.0,12
1943,6566086,NORMAL,2022-04-10,Kmovie,0.0,422880.0,1280.0,720.0,9152293744,9.0,10
1944,6063591,NORMAL,2022-04-10,ShortImport,0.0,16166.0,720.0,1280.0,9155882146,9.0,"1,62"
1945,2086561,NORMAL,2022-04-10,Web,0.0,24133.0,720.0,1280.0,7569624341,9.0,3
1946,6783565,NORMAL,2022-04-09,LongImport,0.0,34600.0,720.0,1280.0,9142046048,9.0,"20,68"
1947,7651152,NORMAL,2022-04-09,LongImport,0.0,211206.0,1280.0,720.0,9138290968,9.0,"39,43"
1948,8530332,NORMAL,2022-04-09,LongImport,0.0,25666.0,720.0,1280.0,9143873234,9.0,2
1949,1665717,NORMAL,2022-04-09,Web,0.0,34500.0,720.0,1280.0,9145539828,9.0,6
1950,5914631,NORMAL,2022-04-10,ShortImport,0.0,11833.0,720.0,1280.0,9156962376,9.0,5
1951,7250415,NORMAL,2022-04-09,LongImport,0.0,67375.0,720.0,1280.0,9138732478,9.0,"39,68"
1952,5346760,NORMAL,2022-04-10,Web,0.0,27366.0,720.0,1280.0,6525072291,4.0,7
1953,576486,NORMAL,2022-04-11,Web,0.0,108400.0,720.0,1280.0,9166621162,9.0,39
1954,3332509,NORMAL,2022-04-10,LongImport,0.0,71100.0,720.0,1280.0,9154782393,9.0,17
1955,4481406,NORMAL,2022-04-09,LongImport,0.0,22066.0,720.0,1280.0,9142327363,9.0,"12,62"
1956,7668429,NORMAL,2022-04-09,Web,0.0,42560.0,720.0,1280.0,9142066479,9.0,6
1957,5113766,NORMAL,2022-04-10,LongImport,0.0,55900.0,720.0,1280.0,9155771466,9.0,15
1958,4530574,NORMAL,2022-04-10,LongImport,0.0,20633.0,720.0,1280.0,9152388166,9.0,38
1959,246467,NORMAL,2022-04-10,LongImport,0.0,92300.0,720.0,1280.0,9152943811,9.0,3
1960,5667027,NORMAL,2022-04-10,Web,0.0,22772.0,720.0,1280.0,6692353596,9.0,39
1961,7316029,NORMAL,2022-04-09,LongImport,0.0,64099.0,720.0,1280.0,9141679010,9.0,30
1962,8097718,NORMAL,2022-04-09,LongImport,0.0,24000.0,1280.0,720.0,9147110206,9.0,26
1963,4979993,NORMAL,2022-04-09,LongImport,0.0,61533.0,720.0,1280.0,9144276557,9.0,3
1964,7142080,NORMAL,2022-04-09,LongImport,0.0,48915.0,720.0,1280.0,9143224304,9.0,17
1965,8203833,NORMAL,2022-04-09,Web,0.0,260533.0,1280.0,720.0,9141689110,9.0,20
1966,8268239,NORMAL,2022-04-11,LongImport,0.0,196133.0,720.0,1280.0,9162126550,9.0,"39,43"
1967,2413110,NORMAL,2022-04-10,LongImport,0.0,60100.0,720.0,1280.0,9155410198,9.0,"65,36"
1968,6621028,NORMAL,2022-04-11,LongPicture,0.0,,1080.0,1080.0,9161173223,9.0,"20,67"
1969,7185223,NORMAL,2022-04-10,LongImport,0.0,168733.0,720.0,1280.0,9157301478,9.0,25
1970,3437592,NORMAL,2022-04-09,Web,0.0,287640.0,1280.0,720.0,9138547823,9.0,39
1971,8210711,NORMAL,2022-04-11,ShareFromOtherApp,0.0,257216.0,540.0,960.0,9162299480,9.0,12
1972,6319980,NORMAL,2022-04-10,LongImport,0.0,156100.0,720.0,1280.0,9151807698,9.0,1
1973,4797,NORMAL,2022-04-09,ShortImport,0.0,17000.0,720.0,1280.0,9142560921,9.0,25
1974,6477972,NORMAL,2022-04-10,LongImport,0.0,170133.0,1280.0,720.0,9158373996,9.0,7
1975,8183523,NORMAL,2022-04-10,Web,0.0,126016.0,1280.0,720.0,9148705341,9.0,12
1976,6962092,NORMAL,2022-04-11,Web,0.0,19040.0,720.0,1280.0,9167351877,9.0,20
1977,5632286,NORMAL,2022-04-09,LongImport,0.0,29200.0,720.0,1280.0,9143666943,9.0,6
1978,8515734,NORMAL,2022-04-10,Web,0.0,22600.0,720.0,1280.0,9151082716,9.0,15
1979,918726,NORMAL,2022-04-10,Web,0.0,673200.0,1280.0,720.0,9155950045,9.0,3
1980,1296459,NORMAL,2022-04-10,Kmovie,0.0,79120.0,960.0,720.0,9159818938,9.0,39
1981,5744165,NORMAL,2022-04-10,Web,0.0,101833.0,720.0,1280.0,9154738697,9.0,28
1982,7152593,NORMAL,2022-04-10,LongImport,0.0,22666.0,720.0,1280.0,7599485636,9.0,39
1983,8089824,NORMAL,2022-04-10,Web,0.0,14733.0,720.0,1280.0,9149614600,9.0,24
1984,7874025,NORMAL,2022-04-09,Web,0.0,253040.0,720.0,1280.0,9145119678,9.0,39
1985,8358496,NORMAL,2022-04-09,Web,0.0,222666.0,1280.0,720.0,9146875415,9.0,9
1986,6155114,NORMAL,2022-04-11,LongImport,0.0,178600.0,960.0,720.0,9160339945,9.0,22
1987,4309986,NORMAL,2022-04-09,Kmovie,0.0,33033.0,720.0,1280.0,9138166272,9.0,9
1988,5618212,NORMAL,2022-04-11,Web,0.0,130600.0,1174.0,720.0,9160519815,9.0,39
1989,428058,NORMAL,2022-04-10,Web,0.0,268600.0,720.0,1280.0,9156541515,9.0,"39,43"
1990,3780884,NORMAL,2022-04-10,LongImport,0.0,22833.0,720.0,1282.0,9159783390,9.0,"12,62"
1991,4703420,NORMAL,2022-04-10,Kmovie,0.0,138266.0,720.0,960.0,8497389076,4.0,"39,68"
1992,882351,NORMAL,2022-04-10,Kmovie,0.0,115800.0,720.0,1280.0,5419305798,9.0,3
1993,4838224,NORMAL,2022-04-09,LongImport,0.0,62680.0,720.0,1280.0,6915917450,9.0,9
1994,6832013,NORMAL,2022-04-10,LongImport,0.0,127266.0,1280.0,720.0,9150452915,9.0,13
1995,6306440,NORMAL,2022-04-10,ShortImport,0.0,8000.0,1272.0,720.0,6703248312,9.0,34
1996,8326940,NORMAL,2022-04-10,Kmovie,0.0,84733.0,1280.0,720.0,9152825434,9.0,3
1997,5781144,NORMAL,2022-04-09,Web,0.0,134950.0,720.0,1280.0,9138924291,9.0,9
1998,8534984,NORMAL,2022-04-11,Kmovie,0.0,107150.0,720.0,1282.0,9161006104,9.0,"20,43"
1999,6617384,NORMAL,2022-04-10,PictureSet,0.0,,1080.0,1440.0,4028612419,4.0,"20,67"
2000,6220781,NORMAL,2022-04-10,Web,0.0,113320.0,720.0,1280.0,9155681329,9.0,"20,43"
2001,1802996,NORMAL,2022-04-09,Kmovie,0.0,365222.0,720.0,720.0,9138383707,9.0,20
2002,7046051,NORMAL,2022-04-11,LongImport,0.0,50600.0,720.0,1280.0,9165798487,9.0,11
2003,2050278,NORMAL,2022-04-09,LongImport,0.0,201267.0,720.0,1280.0,3933545716,4.0,1
2004,1035974,NORMAL,2022-04-11,LongImport,0.0,62466.0,720.0,1280.0,9161761776,9.0,9
2005,7121008,NORMAL,2022-04-10,LongImport,0.0,34033.0,720.0,1280.0,8318245597,9.0,1
2006,5262567,NORMAL,2022-04-10,Web,0.0,44066.0,480.0,856.0,0,,35
2007,6597484,NORMAL,2022-04-10,LongImport,0.0,22200.0,720.0,1280.0,9152301180,9.0,6
2008,2353786,NORMAL,2022-04-10,Web,0.0,155550.0,1274.0,720.0,9149351969,9.0,39
2009,5979644,NORMAL,2022-04-10,LongImport,0.0,33133.0,720.0,1280.0,9157374712,9.0,"12,62"
2010,7220711,NORMAL,2022-04-11,LongImport,0.0,100616.0,720.0,1280.0,9167600548,9.0,3
2011,8297333,NORMAL,2022-04-10,LongImport,0.0,198866.0,1280.0,720.0,9152278020,9.0,11
2012,3834044,NORMAL,2022-04-10,LongImport,0.0,48866.0,720.0,1280.0,9153443926,9.0,39
2013,1687885,NORMAL,2022-04-11,Kmovie,0.0,59466.0,720.0,1280.0,7760643901,11.0,"12,62"
2014,6936086,NORMAL,2022-04-10,Kmovie,0.0,178100.0,720.0,1280.0,9148376366,9.0,2
2015,5661317,NORMAL,2022-04-10,Web,0.0,202900.0,1600.0,686.0,9154987726,9.0,"3,62"
2016,5337977,NORMAL,2022-04-11,Web,0.0,81066.0,720.0,1280.0,9167396513,9.0,4
2017,2253403,AD,2022-04-10,UNKNOWN,0.0,85433.0,1280.0,720.0,0,,11
2018,5199230,NORMAL,2022-04-10,Web,0.0,7160.0,720.0,1280.0,0,,28
2019,3094885,NORMAL,2022-04-10,Kmovie,0.0,111533.0,720.0,1280.0,7284271778,4.0,20
2020,190616,NORMAL,2022-04-10,LongImport,0.0,21033.0,960.0,720.0,9147683232,9.0,39
2021,3274366,NORMAL,2022-04-10,LongImport,0.0,220440.0,1280.0,720.0,9155605877,9.0,20
2022,8285649,NORMAL,2022-04-09,Web,0.0,129600.0,1280.0,720.0,9140993263,9.0,15
2023,5662678,NORMAL,2022-04-09,Web,0.0,97163.0,720.0,1280.0,9138692597,9.0,12
2024,6674429,NORMAL,2022-04-10,LongImport,0.0,24500.0,720.0,1280.0,9155013949,9.0,9
2025,5858669,NORMAL,2022-04-10,LongImport,0.0,56133.0,720.0,1280.0,9148413274,9.0,1
2026,5149945,NORMAL,2022-04-10,Web,0.0,93766.0,720.0,1280.0,9151774833,9.0,"20,68"
2027,7012278,NORMAL,2022-04-10,Web,0.0,91866.0,720.0,1280.0,9154578337,9.0,6
2028,8166729,NORMAL,2022-04-10,ShortImport,0.0,14633.0,720.0,1280.0,9152668811,9.0,"39,68"
2029,6038554,NORMAL,2022-04-10,Kmovie,0.0,16516.0,720.0,1280.0,9157338139,9.0,11
2030,8054574,NORMAL,2022-04-09,LongImport,0.0,62666.0,1280.0,720.0,9144016102,9.0,9
2031,5510378,NORMAL,2022-04-10,LongImport,0.0,53550.0,720.0,1280.0,9154890415,9.0,9
2032,7201116,NORMAL,2022-04-09,LongImport,0.0,227791.0,1280.0,720.0,9143517036,9.0,11
2033,5083427,NORMAL,2022-04-09,LongImport,0.0,100680.0,720.0,1280.0,9141050298,9.0,39
2034,6049077,NORMAL,2022-04-11,PictureSet,0.0,,1080.0,1440.0,6201122123,4.0,"20,67"
2035,2194713,NORMAL,2022-04-10,LongImport,0.0,34711.0,720.0,1280.0,9156598395,9.0,29
2036,6632205,NORMAL,2022-04-09,LongImport,0.0,169461.0,1280.0,720.0,9139527515,9.0,"20,68"
2037,886144,NORMAL,2022-04-10,ShortImport,0.0,10550.0,720.0,1280.0,9150516692,9.0,17
2038,8469149,NORMAL,2022-04-10,Web,0.0,155520.0,720.0,1280.0,9157560909,9.0,"20,43"
2039,7012778,NORMAL,2022-04-11,Web,0.0,201440.0,720.0,1280.0,9166019034,9.0,6
2040,7248584,NORMAL,2022-04-10,Kmovie,0.0,86083.0,720.0,1280.0,9149580030,9.0,39
2041,7866653,NORMAL,2022-04-11,LongImport,0.0,252200.0,720.0,1280.0,9162434689,9.0,12
2042,6283174,NORMAL,2022-04-10,Web,0.0,95766.0,720.0,1280.0,9159514647,9.0,18
2043,5803374,NORMAL,2022-04-10,LongImport,0.0,209240.0,960.0,544.0,9159270678,9.0,28
2044,7464645,NORMAL,2022-04-10,LongImport,0.0,39640.0,720.0,960.0,9153569195,9.0,6
2045,5103907,NORMAL,2022-04-10,Kmovie,0.0,258300.0,720.0,1280.0,9148887560,9.0,"12,62"
2046,1356293,NORMAL,2022-04-11,Kmovie,0.0,21300.0,720.0,1526.0,9162104991,9.0,15
2047,696185,NORMAL,2022-04-10,LongImport,0.0,28433.0,720.0,1280.0,8109649903,9.0,25
2048,1195255,NORMAL,2022-04-10,Kmovie,0.0,162566.0,720.0,1282.0,1896413685,8.0,18
2049,8305458,NORMAL,2022-04-10,Web,0.0,250633.0,720.0,1280.0,9155197020,9.0,20
2050,3271472,NORMAL,2022-04-10,Web,0.0,256100.0,720.0,1280.0,9153478500,9.0,7
2051,5333135,NORMAL,2022-04-09,Kmovie,0.0,289800.0,720.0,1280.0,9138491078,9.0,3
2052,7449375,NORMAL,2022-04-10,LongImport,0.0,136766.0,720.0,1280.0,9156694822,9.0,"62,4"
2053,7777950,NORMAL,2022-04-10,Web,0.0,49533.0,720.0,1280.0,9148577136,9.0,22
2054,5661327,NORMAL,2022-04-10,LongPicture,0.0,,931.0,1440.0,2493188005,4.0,6
2055,4391653,NORMAL,2022-04-10,ShortCamera,0.0,15800.0,720.0,1280.0,9155414178,9.0,25
2056,5818992,NORMAL,2022-04-09,ShortImport,0.0,18966.0,720.0,1280.0,9141706448,9.0,15
2057,4066505,NORMAL,2022-04-10,LongImport,0.0,33166.0,1124.0,720.0,9152301596,9.0,"39,68"
2058,5921414,NORMAL,2022-04-10,LongImport,0.0,88933.0,720.0,1280.0,9153971437,9.0,"1,62"
2059,7860271,NORMAL,2022-04-10,LongImport,0.0,39050.0,720.0,1280.0,9156304223,9.0,"12,62"
2060,997415,NORMAL,2022-04-11,LongImport,0.0,107333.0,720.0,1280.0,9165024583,9.0,"12,60"
2061,8518261,NORMAL,2022-04-09,LongImport,0.0,200000.0,720.0,1280.0,9141544637,9.0,"39,68"
2062,2466017,NORMAL,2022-04-10,UNKNOWN,0.0,50000.0,720.0,1280.0,0,,2
2063,2256921,NORMAL,2022-04-10,Web,0.0,126583.0,720.0,1280.0,8532028983,9.0,3
2064,6967342,NORMAL,2022-04-10,Web,0.0,162640.0,1280.0,720.0,9156991417,9.0,"39,43"
2065,47482,NORMAL,2022-04-10,Web,0.0,279533.0,720.0,960.0,9149054510,9.0,3
2066,6824460,NORMAL,2022-04-10,LongImport,0.0,60794.0,720.0,1280.0,9151801534,9.0,39
2067,389210,NORMAL,2022-04-10,Kmovie,0.0,67916.0,720.0,1280.0,9159265744,9.0,28
2068,5164496,NORMAL,2022-04-09,LongImport,0.0,62733.0,1074.0,720.0,9139296967,9.0,9
2069,6043387,NORMAL,2022-04-09,ShortImport,0.0,17516.0,720.0,1280.0,9142262883,9.0,6
2070,3785906,NORMAL,2022-04-09,Web,0.0,436766.0,1280.0,720.0,9145542126,9.0,12
2071,6971941,NORMAL,2022-04-09,ShortImport,0.0,13666.0,720.0,1280.0,9142183123,9.0,20
2072,4124913,NORMAL,2022-04-11,ShortImport,0.0,13500.0,720.0,1280.0,9168005682,9.0,1
2073,3248844,NORMAL,2022-04-10,LongImport,0.0,401983.0,1556.0,720.0,9151808750,9.0,"3,62"
2074,8561172,NORMAL,2022-04-09,Kmovie,0.0,537000.0,720.0,1280.0,9146210779,9.0,"20,68"
2075,2299858,NORMAL,2022-04-09,Web,0.0,105766.0,720.0,1280.0,9141000210,9.0,39
2076,3448364,NORMAL,2022-04-10,ShortImport,0.0,19000.0,720.0,1280.0,9155989315,9.0,9
2077,7783049,NORMAL,2022-04-09,LongImport,0.0,68233.0,720.0,1280.0,9138358673,9.0,"39,68"
2078,3104597,NORMAL,2022-04-10,Kmovie,0.0,207800.0,960.0,720.0,9149355085,9.0,"20,43"
2079,6608522,NORMAL,2022-04-09,Web,0.0,12983.0,720.0,1280.0,9140819142,9.0,28
2080,7152593,NORMAL,2022-04-10,LongImport,0.0,32458.0,720.0,1280.0,9159141960,9.0,"39,68"
2081,3316549,NORMAL,2022-04-11,Kmovie,0.0,99500.0,720.0,1280.0,6158096711,4.0,"12,62"
2082,6802556,NORMAL,2022-04-09,LongImport,0.0,106000.0,1280.0,720.0,9141647462,9.0,17
2083,6824489,NORMAL,2022-04-09,LongImport,0.0,86900.0,720.0,1280.0,9142125187,9.0,17
2084,3963040,NORMAL,2022-04-09,LongCamera,0.0,235301.0,720.0,1280.0,7541852038,4.0,15
2085,3352644,NORMAL,2022-04-09,Web,0.0,66900.0,720.0,1280.0,9142804485,9.0,"12,60"
2086,1871344,NORMAL,2022-04-11,ShortCamera,0.0,16683.0,720.0,1280.0,8272003112,4.0,1
2087,6826807,NORMAL,2022-04-11,Web,0.0,90766.0,1280.0,720.0,9167255698,9.0,3
2088,592130,NORMAL,2022-04-10,Web,0.0,382066.0,1280.0,720.0,9149055925,9.0,3
2089,7964186,NORMAL,2022-04-09,Web,0.0,73720.0,720.0,1280.0,9138682362,9.0,"20,43"
2090,5235954,NORMAL,2022-04-10,LongImport,0.0,186936.0,1280.0,720.0,9159495586,9.0,39
2091,7531085,NORMAL,2022-04-10,Web,0.0,156333.0,720.0,1280.0,9155945124,9.0,"12,60"
2092,4783956,NORMAL,2022-04-10,Web,0.0,245695.0,1280.0,720.0,9154703022,9.0,3
2093,5998904,NORMAL,2022-04-10,Web,0.0,40500.0,1280.0,720.0,9151782430,9.0,3
2094,2550279,NORMAL,2022-04-10,LongImport,0.0,253300.0,720.0,1280.0,9155539024,9.0,12
2095,7506687,NORMAL,2022-04-10,Web,0.0,78533.0,720.0,1280.0,9155247351,9.0,"12,60"
2096,7249914,NORMAL,2022-04-09,LongImport,0.0,87233.0,1128.0,720.0,9138909028,9.0,"39,68"
2097,6744724,NORMAL,2022-04-09,LongImport,0.0,100450.0,1280.0,720.0,9138827140,9.0,"39,68"
2098,2429111,NORMAL,2022-04-09,LongImport,0.0,57233.0,720.0,1280.0,9141997681,9.0,9
2099,7203456,NORMAL,2022-04-10,Web,0.0,516440.0,720.0,1280.0,9147372522,9.0,39
2100,7990038,NORMAL,2022-04-11,ShortImport,0.0,11066.0,720.0,1280.0,9167946934,9.0,8
2101,6660921,NORMAL,2022-04-09,Web,0.0,192320.0,1280.0,720.0,9143107789,9.0,39
2102,5974094,NORMAL,2022-04-10,Web,0.0,47500.0,720.0,1280.0,9158310251,9.0,24
2103,6730633,NORMAL,2022-04-09,Kmovie,0.0,189500.0,720.0,1282.0,8618588627,4.0,"20,68"
2104,2742713,NORMAL,2022-04-09,LongImport,0.0,304466.0,1280.0,720.0,9138771657,9.0,9
2105,7548757,NORMAL,2022-04-10,Web,0.0,261366.0,720.0,1280.0,9157307213,9.0,"20,43"
2106,2478966,NORMAL,2022-04-09,LongImport,0.0,269400.0,606.0,1080.0,9143541797,9.0,2
2107,3457449,NORMAL,2022-04-09,Web,0.0,20720.0,720.0,1280.0,9143235662,9.0,6
2108,4433982,NORMAL,2022-04-11,LongPicture,0.0,,1024.0,1001.0,9165479486,9.0,"67,19"
2109,4434567,NORMAL,2022-04-10,Web,0.0,30833.0,720.0,1280.0,9155244080,9.0,9
2110,725942,NORMAL,2022-04-09,Kmovie,0.0,68983.0,540.0,960.0,9143128944,9.0,9
2111,2065862,NORMAL,2022-04-10,ShortImport,0.0,14066.0,720.0,1280.0,9156340037,9.0,15
2112,7121526,NORMAL,2022-04-11,LongImport,0.0,24000.0,480.0,856.0,9163765377,9.0,6
2113,4449691,NORMAL,2022-04-10,Web,0.0,167900.0,1106.0,720.0,9156958541,9.0,39
2114,450750,NORMAL,2022-04-10,Web,0.0,79700.0,720.0,1280.0,9156036554,9.0,17
2115,3567456,NORMAL,2022-04-09,Web,0.0,152633.0,720.0,1280.0,9142781089,9.0,38
2116,7915157,NORMAL,2022-04-11,LongImport,0.0,97480.0,1280.0,720.0,9162450206,9.0,"39,68"
2117,8378972,NORMAL,2022-04-10,LongImport,0.0,92600.0,1074.0,720.0,9150504597,9.0,"39,68"
2118,6557585,NORMAL,2022-04-09,Web,0.0,96066.0,1280.0,720.0,9142957899,9.0,3
2119,294372,NORMAL,2022-04-09,Web,0.0,136452.0,720.0,1280.0,9145139783,9.0,3
2120,8526355,NORMAL,2022-04-10,Web,0.0,114000.0,720.0,1280.0,9155443460,9.0,3
2121,5437836,NORMAL,2022-04-10,LongImport,0.0,125516.0,1030.0,720.0,9156017706,9.0,3
2122,22862,NORMAL,2022-04-09,ShortImport,0.0,,934.0,1440.0,6202497637,4.0,8
2123,5829251,NORMAL,2022-04-09,Web,0.0,8766.0,720.0,1280.0,9143605785,9.0,5
2124,7444361,NORMAL,2022-04-09,Web,0.0,43183.0,720.0,1280.0,9138331107,9.0,3
2125,6406713,NORMAL,2022-04-11,LongImport,0.0,321933.0,720.0,1280.0,9163884474,9.0,"12,60"
2126,7135255,NORMAL,2022-04-11,ShortImport,0.0,15333.0,720.0,1280.0,9167272151,9.0,17
2127,5964326,NORMAL,2022-04-10,Web,0.0,117833.0,720.0,1280.0,9155255245,9.0,39
2128,8357375,NORMAL,2022-04-09,Web,0.0,128720.0,1280.0,720.0,9145340320,9.0,6
2129,220557,NORMAL,2022-04-10,LongImport,0.0,62333.0,1280.0,720.0,3408105044,9.0,11
2130,894,NORMAL,2022-04-09,Web,0.0,37250.0,720.0,1280.0,9144731475,9.0,17
2131,7752471,NORMAL,2022-04-09,Web,0.0,161233.0,720.0,1280.0,9146193044,9.0,19
2132,2501993,NORMAL,2022-04-09,Kmovie,0.0,14700.0,720.0,1280.0,9141786489,9.0,4
2133,6238553,NORMAL,2022-04-10,LongImport,0.0,44566.0,720.0,1280.0,9154630328,9.0,36
2134,7587398,NORMAL,2022-04-09,Web,0.0,271716.0,1280.0,720.0,3069193616,9.0,3
2135,7048760,NORMAL,2022-04-11,Web,0.0,16500.0,720.0,1280.0,9162195182,9.0,7
2136,7103300,NORMAL,2022-04-10,Web,0.0,245200.0,720.0,1280.0,9153955113,9.0,6
2137,8298923,NORMAL,2022-04-09,Web,0.0,69018.0,1280.0,720.0,9143701359,9.0,"39,68"
2138,4239878,NORMAL,2022-04-09,LongImport,0.0,20487.0,720.0,1280.0,8093885502,4.0,1
2139,7550200,NORMAL,2022-04-09,Web,0.0,639883.0,1280.0,720.0,9140726168,9.0,3
2140,7580761,NORMAL,2022-04-09,LongImport,0.0,166483.0,720.0,1280.0,9140384120,9.0,12
2141,5629328,NORMAL,2022-04-11,Web,0.0,108796.0,720.0,1280.0,9164047479,9.0,12
2142,2092877,NORMAL,2022-04-10,ShortImport,0.0,11916.0,1280.0,720.0,8444649597,4.0,7
2143,7146669,NORMAL,2022-04-10,LongImport,0.0,76533.0,720.0,1280.0,9156438475,9.0,7
2144,3139423,NORMAL,2022-04-10,Web,0.0,262083.0,1280.0,720.0,9152303285,9.0,3
