user_id,user_active_degree,is_lowactive_period,is_live_streamer,is_video_author,follow_user_num,follow_user_num_range,fans_user_num,fans_user_num_range,friend_user_num,friend_user_num_range,register_days,register_days_range,onehot_feat0,onehot_feat1,onehot_feat2,onehot_feat3,onehot_feat4,onehot_feat5,onehot_feat6,onehot_feat7,onehot_feat8,onehot_feat9,onehot_feat10,onehot_feat11,onehot_feat12,onehot_feat13,onehot_feat14,onehot_feat15,onehot_feat16,onehot_feat17
6231,full_active,0,-124,1,161,"(150,250]",46,"[10,100)",21,"[5,30)",1459,730+,1,0,29,882,1.0,0,0,19,111,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6232,full_active,0,-124,1,87,"(50,100]",211,"[100,1k)",77,"[60,120)",581,366-730,1,1,29,955,3.0,0,1,2,399,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0
6233,full_active,0,-124,0,4,"(0,10]",2,"[1,10)",1,"[1,5)",152,91-180,1,2,2,1159,3.0,0,1,9,88,5,2,2,1.0,0.0,0.0,0.0,0.0,0.0
6234,full_active,0,1,1,76,"(50,100]",111,"[100,1k)",39,"[30,60)",1693,730+,1,2,2,1168,7.0,0,1,44,147,4,2,2,1.0,0.0,0.0,0.0,0.0,0.0
6235,full_active,0,-124,1,491,"(250,500]",99,"[10,100)",94,"[60,120)",266,181-365,1,5,10,84,1.0,0,0,22,123,1,2,0,,,,,,
6236,middle_active,0,-124,0,50,"(10,50]",12,"[10,100)",12,"[5,30)",819,730+,0,1,19,526,1.0,0,0,31,354,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6237,full_active,0,1,1,3003,500+,2089,"[1k,5k)",1171,250+,1121,730+,1,5,10,127,2.0,0,0,13,361,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0
6238,high_active,0,-124,1,91,"(50,100]",14,"[10,100)",9,"[5,30)",1688,730+,0,4,10,129,2.0,0,0,24,264,4,3,0,1.0,1.0,0.0,0.0,0.0,0.0
6239,full_active,0,-124,1,24,"(10,50]",1,"[1,10)",1,"[1,5)",617,366-730,1,4,19,656,2.0,0,1,8,64,5,0,0,0.0,1.0,1.0,0.0,0.0,0.0
6240,full_active,0,-124,0,4,"(0,10]",0,0,0,0,129,91-180,1,1,11,967,1.0,0,1,8,288,6,4,0,1.0,0.0,0.0,0.0,0.0,0.0
6241,full_active,0,-124,1,188,"(150,250]",91,"[10,100)",60,"[60,120)",1817,730+,0,3,29,882,1.0,0,0,31,143,6,2,0,1.0,0.0,0.0,0.0,0.0,0.0
6242,full_active,0,-124,1,47,"(10,50]",58,"[10,100)",25,"[5,30)",1747,730+,1,4,10,765,2.0,0,0,15,304,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6243,full_active,0,-124,1,1093,500+,23,"[10,100)",18,"[5,30)",2310,730+,1,2,2,1167,9.0,0,1,8,181,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0
6244,full_active,0,-124,0,33,"(10,50]",0,0,0,0,75,61-90,1,2,29,943,0.0,0,1,44,121,5,0,0,0.0,0.0,1.0,0.0,1.0,0.0
6245,full_active,0,-124,1,0,0,0,0,0,0,606,366-730,1,2,31,745,1.0,0,1,43,221,4,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6246,high_active,0,-124,0,557,500+,4,"[1,10)",4,"[1,5)",708,366-730,1,0,2,1152,3.0,2,2,80,20,0,0,2,,,,,,
6247,high_active,0,1,0,54,"(50,100]",11,"[10,100)",9,"[5,30)",464,366-730,1,2,19,592,1.0,0,0,42,421,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0
6248,full_active,0,1,1,551,500+,83,"[10,100)",61,"[60,120)",2619,730+,1,2,2,1165,6.0,0,0,1,82,2,4,2,1.0,0.0,0.0,0.0,0.0,0.0
6249,full_active,0,-124,1,25,"(10,50]",15,"[10,100)",4,"[1,5)",1296,730+,1,4,29,888,2.0,0,1,8,200,5,2,0,0.0,0.0,1.0,0.0,0.0,0.0
6250,full_active,0,-124,1,12,"(10,50]",2,"[1,10)",0,0,129,91-180,1,0,29,1364,1.0,0,0,13,330,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6251,full_active,0,1,1,38,"(10,50]",115,"[100,1k)",23,"[5,30)",1528,730+,1,1,2,1156,4.0,0,1,8,287,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0
6252,full_active,0,1,1,15,"(10,50]",156,"[100,1k)",15,"[5,30)",1821,730+,0,2,29,941,2.0,0,0,15,109,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6253,full_active,0,-124,1,31,"(10,50]",81,"[10,100)",22,"[5,30)",323,181-365,0,1,2,1158,7.0,0,1,8,349,3,2,2,1.0,0.0,0.0,0.0,0.0,0.0
6254,full_active,0,-124,1,722,500+,422,"[100,1k)",372,250+,1749,730+,1,5,19,567,0.0,0,0,24,416,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0
6255,full_active,0,-124,1,316,"(250,500]",176,"[100,1k)",109,"[60,120)",864,730+,0,4,29,908,1.0,0,0,24,327,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
6256,full_active,0,1,1,1681,500+,233,"[100,1k)",186,"[120,250)",1074,730+,1,3,2,1167,9.0,0,0,7,77,5,3,2,1.0,0.0,0.0,0.0,0.0,1.0
6257,full_active,0,-124,1,1233,500+,54,"[10,100)",24,"[5,30)",1513,730+,1,1,19,611,1.0,0,0,24,206,1,3,0,0.0,0.0,1.0,0.0,0.0,0.0
6258,full_active,0,-124,0,3,"(0,10]",4,"[1,10)",0,0,198,181-365,0,1,19,527,2.0,0,0,28,367,3,0,0,,,,,,
6259,high_active,0,-124,0,35,"(10,50]",3,"[1,10)",0,0,519,366-730,1,5,29,1340,1.0,0,0,42,421,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0
6260,full_active,0,-124,1,226,"(150,250]",16,"[10,100)",15,"[5,30)",1617,730+,1,2,29,1360,1.0,0,0,15,441,1,4,0,0.0,0.0,1.0,0.0,0.0,0.0
6261,high_active,0,-124,1,44,"(10,50]",8956,"[5k,1w)",7,"[5,30)",44,31-60,0,1,19,541,1.0,0,0,24,137,5,2,0,1.0,0.0,0.0,0.0,0.0,0.0
6262,high_active,0,-124,0,8,"(0,10]",3,"[1,10)",0,0,113,91-180,0,1,31,414,0.0,0,0,19,81,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0
6263,full_active,0,-124,0,53,"(50,100]",9,"[1,10)",7,"[5,30)",1190,730+,1,4,29,911,1.0,0,0,13,117,6,3,0,1.0,1.0,1.0,0.0,0.0,0.0
6264,full_active,0,-124,1,57,"(50,100]",97,"[10,100)",56,"[30,60)",1413,730+,1,1,22,371,1.0,0,0,30,368,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0
6265,high_active,0,-124,0,19,"(10,50]",2,"[1,10)",2,"[1,5)",274,181-365,1,3,2,1165,6.0,0,1,44,238,4,0,2,1.0,0.0,0.0,0.0,1.0,0.0
6266,middle_active,0,-124,0,11,"(10,50]",3,"[1,10)",2,"[1,5)",90,61-90,0,1,19,641,1.0,0,0,15,109,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6267,full_active,0,-124,0,240,"(150,250]",10,"[10,100)",1,"[1,5)",955,730+,1,4,11,967,1.0,0,0,33,141,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6268,full_active,0,-124,1,46,"(10,50]",14,"[10,100)",2,"[1,5)",2272,730+,1,3,19,584,2.0,0,0,42,115,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0
6269,full_active,0,-124,1,78,"(50,100]",29,"[10,100)",11,"[5,30)",2257,730+,1,2,2,1159,3.0,0,1,43,211,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0
6270,high_active,0,1,1,909,500+,928,"[100,1k)",744,250+,711,366-730,0,1,19,551,2.0,0,0,42,422,1,3,0,1.0,0.0,1.0,0.0,0.0,0.0
6271,full_active,0,1,1,810,500+,84,"[10,100)",36,"[30,60)",2148,730+,1,3,2,1179,2.0,0,0,14,116,5,4,2,1.0,0.0,0.0,0.0,0.0,0.0
6272,full_active,0,-124,0,38,"(10,50]",2,"[1,10)",0,0,1287,730+,1,4,31,730,0.0,0,1,0,360,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6273,full_active,0,-124,1,474,"(250,500]",375,"[100,1k)",280,250+,643,366-730,1,1,2,1159,3.0,0,1,8,36,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0
6274,high_active,0,-124,0,105,"(100,150]",1,"[1,10)",1,"[1,5)",294,181-365,0,1,9,1058,0.0,0,0,13,390,3,4,0,1.0,0.0,0.0,0.0,0.0,0.0
6275,full_active,0,-124,1,2257,500+,967,"[100,1k)",790,250+,1578,730+,1,5,29,906,1.0,0,0,19,396,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
6276,high_active,0,-124,1,617,500+,243,"[100,1k)",203,"[120,250)",928,730+,0,1,29,1316,1.0,0,0,7,77,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0
6277,high_active,0,1,1,340,"(250,500]",29,"[10,100)",5,"[5,30)",2120,730+,1,3,19,632,0.0,0,0,31,143,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6278,high_active,0,-124,0,573,500+,7,"[1,10)",4,"[1,5)",533,366-730,0,1,10,101,0.0,0,0,31,343,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6279,low_active,0,-124,0,280,"(250,500]",4,"[1,10)",1,"[1,5)",936,730+,1,4,2,1162,8.0,0,0,13,117,6,3,2,0.0,0.0,0.0,0.0,0.0,0.0
6280,full_active,0,1,1,103,"(100,150]",49,"[10,100)",12,"[5,30)",1601,730+,1,4,29,953,2.0,0,1,5,270,5,2,0,0.0,0.0,1.0,0.0,0.0,0.0
6281,full_active,0,-124,1,46,"(10,50]",0,0,0,0,1086,730+,1,6,34,954,3.0,0,0,24,137,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0
6282,full_active,0,-124,1,928,500+,259,"[100,1k)",87,"[60,120)",2523,730+,1,3,10,271,3.0,0,1,17,253,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0
6283,middle_active,0,-124,0,4,"(0,10]",3,"[1,10)",1,"[1,5)",756,730+,0,1,19,645,3.0,0,0,42,63,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6284,high_active,0,-124,0,0,0,0,0,0,0,84,61-90,1,4,29,1297,1.0,0,1,21,377,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0
6285,full_active,0,-124,1,2153,500+,507,"[100,1k)",204,"[120,250)",1970,730+,1,5,29,913,,0,0,24,433,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6286,high_active,0,-124,1,27,"(10,50]",6,"[1,10)",4,"[1,5)",320,181-365,0,2,2,1160,4.0,0,1,8,36,4,4,2,1.0,0.0,0.0,0.0,0.0,0.0
6287,full_active,0,-124,1,186,"(150,250]",335,"[100,1k)",177,"[120,250)",2411,730+,0,2,10,127,2.0,0,0,19,110,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0
6288,full_active,0,-124,1,646,500+,27,"[10,100)",9,"[5,30)",1934,730+,0,4,10,215,1.0,0,0,13,267,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6289,full_active,0,-124,1,65,"(50,100]",27,"[10,100)",1,"[1,5)",1914,730+,1,3,19,594,1.0,0,1,20,85,4,2,0,1.0,0.0,0.0,0.0,1.0,0.0
6290,full_active,0,-124,0,187,"(150,250]",5,"[1,10)",3,"[1,5)",642,366-730,0,4,10,341,3.0,0,0,22,412,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0
6291,high_active,0,-124,1,12,"(10,50]",1,"[1,10)",0,0,60,31-60,0,2,29,944,1.0,0,1,18,413,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0
6292,high_active,0,-124,1,123,"(100,150]",324,"[100,1k)",23,"[5,30)",761,730+,1,1,36,681,1.0,0,0,42,120,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6293,full_active,0,-124,1,0,0,0,0,0,0,888,730+,0,3,2,1171,5.0,0,1,8,181,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0
6294,full_active,0,1,1,1288,500+,2659,"[1k,5k)",1253,250+,1564,730+,1,5,2,1180,2.0,0,0,22,123,1,2,2,0.0,1.0,0.0,0.0,0.0,0.0
6295,full_active,0,1,1,86,"(50,100]",249,"[100,1k)",9,"[5,30)",872,730+,0,1,2,1152,3.0,0,0,31,354,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0
6296,full_active,0,-124,1,162,"(150,250]",460,"[100,1k)",162,"[120,250)",1527,730+,1,1,19,520,0.0,0,0,15,394,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0
6297,full_active,0,-124,1,289,"(250,500]",608,"[100,1k)",286,250+,93,91-180,0,1,10,101,0.0,0,1,9,310,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6298,full_active,0,-124,1,562,500+,810,"[100,1k)",554,250+,1926,730+,1,2,10,230,1.0,0,1,10,76,3,2,0,1.0,0.0,0.0,0.0,0.0,0.0
6299,full_active,0,1,1,330,"(250,500]",49,"[10,100)",43,"[30,60)",1924,730+,1,3,29,913,,0,0,24,264,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0
6300,high_active,0,-124,1,2790,500+,637,"[100,1k)",28,"[5,30)",2653,730+,1,4,2,1161,6.0,0,1,20,348,4,4,2,1.0,0.0,0.0,0.0,0.0,0.0
6301,high_active,0,-124,1,126,"(100,150]",7,"[1,10)",2,"[1,5)",650,366-730,1,1,19,606,1.0,0,1,43,226,1,4,0,1.0,0.0,1.0,0.0,0.0,0.0
6302,full_active,0,-124,0,179,"(150,250]",51,"[10,100)",15,"[5,30)",1523,730+,1,4,10,143,1.0,0,0,19,378,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0
6303,full_active,0,-124,1,747,500+,1649,"[1k,5k)",747,250+,1453,730+,0,1,9,278,2.0,0,1,0,160,3,4,0,1.0,0.0,0.0,0.0,0.0,0.0
6304,high_active,0,-124,1,346,"(250,500]",156,"[100,1k)",70,"[60,120)",1553,730+,0,5,22,371,1.0,0,1,43,366,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6305,full_active,0,-124,1,84,"(50,100]",6,"[1,10)",3,"[1,5)",202,181-365,1,5,31,385,1.0,0,1,10,389,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0
6306,full_active,0,1,1,111,"(100,150]",573,"[100,1k)",75,"[60,120)",968,730+,1,1,19,519,0.0,0,1,43,43,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6307,low_active,0,-124,1,42,"(10,50]",7,"[1,10)",5,"[5,30)",475,366-730,0,3,10,230,1.0,0,1,8,36,4,4,2,1.0,0.0,0.0,0.0,0.0,0.0
6308,full_active,0,1,1,79,"(50,100]",35,"[10,100)",22,"[5,30)",1758,730+,1,3,19,599,2.0,0,0,19,78,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6309,full_active,0,1,1,23,"(10,50]",381,"[100,1k)",15,"[5,30)",1775,730+,0,3,19,582,2.0,0,0,7,138,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0
6310,full_active,0,-124,1,60,"(50,100]",71,"[10,100)",57,"[30,60)",712,366-730,0,2,10,666,1.0,0,0,15,394,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0
6311,high_active,0,-124,1,219,"(150,250]",244,"[100,1k)",217,"[120,250)",113,91-180,0,1,28,289,,0,1,10,152,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6312,full_active,0,-124,0,17,"(10,50]",2,"[1,10)",0,0,633,366-730,1,4,10,456,1.0,0,1,43,20,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0
6313,full_active,0,-124,0,144,"(100,150]",23,"[10,100)",13,"[5,30)",1749,730+,1,5,29,1357,1.0,0,0,13,333,6,3,0,1.0,1.0,1.0,0.0,0.0,0.0
6314,full_active,0,-124,1,1516,500+,298,"[100,1k)",298,250+,147,91-180,1,2,19,620,1.0,0,0,7,182,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6315,high_active,0,-124,1,5000,500+,48,"[10,100)",34,"[30,60)",1593,730+,1,5,10,61,1.0,0,0,1,82,2,3,0,1.0,0.0,1.0,0.0,0.0,0.0
6316,high_active,0,-124,1,61,"(50,100]",0,0,0,0,100,91-180,1,0,29,1302,1.0,0,1,34,86,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0
6317,full_active,0,-124,1,267,"(250,500]",13,"[10,100)",3,"[1,5)",1803,730+,1,4,33,956,2.0,0,1,8,287,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
6318,middle_active,0,-124,1,67,"(50,100]",130,"[100,1k)",45,"[30,60)",2279,730+,1,2,2,1137,3.0,0,0,13,330,5,2,2,1.0,0.0,0.0,0.0,0.0,0.0
6319,high_active,0,-124,1,634,500+,95,"[10,100)",52,"[30,60)",449,366-730,1,1,29,906,1.0,0,0,42,120,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6320,high_active,0,1,1,665,500+,351,"[100,1k)",270,250+,2209,730+,1,4,19,626,0.0,0,1,0,360,6,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6321,full_active,0,-124,1,389,"(250,500]",504,"[100,1k)",373,250+,895,730+,1,6,2,1151,3.0,0,0,22,104,6,3,2,1.0,0.0,0.0,0.0,0.0,0.0
6322,full_active,0,-124,1,88,"(50,100]",22,"[10,100)",21,"[5,30)",142,91-180,1,1,2,1160,4.0,0,1,2,399,4,2,2,1.0,0.0,0.0,0.0,0.0,0.0
6323,full_active,0,-124,1,425,"(250,500]",181,"[100,1k)",119,"[60,120)",129,91-180,1,5,29,906,1.0,0,0,24,359,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6324,full_active,0,-124,1,170,"(150,250]",29,"[10,100)",2,"[1,5)",2030,730+,1,5,2,1158,5.0,0,1,0,360,6,4,2,1.0,0.0,0.0,0.0,0.0,0.0
6325,full_active,0,1,1,4397,500+,2746,"[1k,5k)",1971,250+,1478,730+,0,2,19,620,1.0,0,0,13,390,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6326,full_active,0,-124,1,25,"(10,50]",93,"[10,100)",25,"[5,30)",600,366-730,1,1,2,1160,4.0,0,1,2,399,4,2,2,1.0,0.0,0.0,0.0,0.0,0.0
6327,high_active,0,-124,0,56,"(50,100]",8,"[1,10)",4,"[1,5)",943,730+,0,4,2,1180,2.0,0,1,34,201,4,0,2,0.0,0.0,0.0,0.0,0.0,0.0
6328,full_active,0,-124,0,30,"(10,50]",4,"[1,10)",3,"[1,5)",511,366-730,1,4,10,1022,1.0,0,1,43,43,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
6329,middle_active,0,-124,1,11,"(10,50]",36,"[10,100)",1,"[1,5)",1610,730+,1,1,19,641,1.0,0,0,15,151,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6330,high_active,0,-124,1,574,500+,128,"[100,1k)",64,"[60,120)",1016,730+,1,6,31,373,0.0,0,0,31,296,3,3,0,1.0,0.0,1.0,0.0,0.0,0.0
6331,full_active,0,-124,1,132,"(100,150]",26,"[10,100)",26,"[5,30)",130,91-180,1,1,2,1158,5.0,0,0,14,339,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0
6332,middle_active,0,-124,0,149,"(100,150]",4,"[1,10)",1,"[1,5)",813,730+,0,4,10,293,1.0,0,1,8,36,4,4,0,1.0,0.0,1.0,1.0,0.0,0.0
6333,high_active,0,-124,1,306,"(250,500]",8,"[1,10)",7,"[5,30)",1564,730+,1,4,29,958,1.0,0,0,42,112,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6334,full_active,0,-124,0,2189,500+,655,"[100,1k)",636,250+,1600,730+,1,6,29,964,1.0,0,0,13,392,6,3,0,1.0,0.0,0.0,0.0,1.0,0.0
6335,full_active,0,-124,1,1461,500+,724,"[100,1k)",678,250+,913,730+,1,4,31,728,0.0,0,1,18,325,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6336,full_active,0,-124,0,3,"(0,10]",0,0,0,0,386,366-730,1,1,29,929,2.0,0,1,12,316,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6337,full_active,0,1,1,35,"(10,50]",248,"[100,1k)",30,"[30,60)",2553,730+,0,2,2,1160,4.0,0,1,34,201,4,2,2,1.0,0.0,0.0,0.0,0.0,0.0
6338,full_active,0,-124,1,394,"(250,500]",585,"[100,1k)",384,250+,2100,730+,0,2,2,1152,3.0,0,1,43,221,4,4,2,1.0,0.0,0.0,0.0,0.0,0.0
6339,high_active,0,-124,0,54,"(50,100]",0,0,0,0,58,31-60,0,0,31,417,0.0,0,1,20,348,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0
6340,full_active,0,1,1,745,500+,46635,"[1w,10w)",564,250+,1225,730+,1,2,48,703,2.0,0,0,30,290,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6341,full_active,0,1,1,306,"(250,500]",477,"[100,1k)",277,250+,1576,730+,1,6,31,22,4.0,0,0,31,42,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0
6342,2_14_day_new,0,-124,1,1175,500+,373,"[100,1k)",341,250+,584,366-730,0,1,28,139,,0,1,43,250,1,3,0,1.0,1.0,0.0,0.0,0.0,0.0
6343,full_active,0,-124,0,70,"(50,100]",12,"[10,100)",9,"[5,30)",215,181-365,1,5,19,568,0.0,0,0,22,239,1,3,0,1.0,0.0,1.0,0.0,0.0,0.0
6344,high_active,0,-124,1,24,"(10,50]",16,"[10,100)",9,"[5,30)",181,181-365,0,2,19,653,3.0,0,0,38,139,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0
6345,full_active,0,-124,1,516,500+,29,"[10,100)",17,"[5,30)",1600,730+,1,3,2,1168,7.0,0,0,30,114,6,3,2,1.0,0.0,0.0,0.0,0.0,0.0
6346,full_active,0,-124,0,410,"(250,500]",4,"[1,10)",3,"[1,5)",557,366-730,1,4,10,178,3.0,0,1,9,418,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6347,full_active,0,1,1,342,"(250,500]",33,"[10,100)",22,"[5,30)",2044,730+,0,4,19,558,2.0,0,0,26,408,6,4,0,1.0,0.0,0.0,0.0,0.0,0.0
6348,high_active,0,-124,0,41,"(10,50]",0,0,0,0,1679,730+,1,4,10,215,1.0,0,1,44,121,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6349,2_14_day_new,0,-124,1,2888,500+,823,"[100,1k)",649,250+,1457,730+,1,1,2,1158,5.0,0,0,31,299,6,2,2,1.0,0.0,0.0,0.0,0.0,0.0
6350,high_active,0,-124,1,1428,500+,702,"[100,1k)",561,250+,977,730+,0,6,9,715,3.0,0,0,31,283,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0
6351,high_active,0,-124,1,3266,500+,4086,"[1k,5k)",2514,250+,700,366-730,0,1,10,277,1.0,0,1,34,273,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6352,full_active,0,-124,1,82,"(50,100]",302,"[100,1k)",81,"[60,120)",1563,730+,0,1,19,590,1.0,0,0,22,123,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6353,high_active,0,-124,1,163,"(150,250]",149,"[100,1k)",129,"[120,250)",240,181-365,0,1,10,565,1.0,0,1,9,375,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6354,high_active,0,-124,1,46,"(10,50]",4,"[1,10)",0,0,2559,730+,0,3,34,954,3.0,0,1,0,102,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0
6355,high_active,0,-124,1,325,"(250,500]",524,"[100,1k)",324,250+,932,730+,0,2,48,699,1.0,0,1,9,268,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6356,full_active,0,-124,1,206,"(150,250]",128,"[100,1k)",78,"[60,120)",571,366-730,1,4,29,950,1.0,0,1,20,348,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0
6357,full_active,0,-124,1,9,"(0,10]",29,"[10,100)",5,"[5,30)",83,61-90,1,1,2,1162,8.0,0,1,21,34,6,3,1,1.0,0.0,0.0,0.0,0.0,0.0
6358,full_active,0,-124,1,121,"(100,150]",234,"[100,1k)",34,"[30,60)",2626,730+,1,2,2,1160,4.0,0,1,5,95,5,4,2,1.0,0.0,0.0,0.0,0.0,0.0
6359,full_active,0,-124,1,367,"(250,500]",52,"[10,100)",42,"[30,60)",1411,730+,0,5,29,1394,1.0,0,0,31,42,6,4,0,1.0,0.0,1.0,0.0,0.0,0.0
6360,full_active,0,1,1,553,500+,515,"[100,1k)",470,250+,1366,730+,0,1,19,534,2.0,0,0,22,412,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6361,full_active,0,1,1,501,500+,119,"[100,1k)",95,"[60,120)",1774,730+,1,4,19,594,1.0,0,0,13,67,6,4,0,1.0,0.0,0.0,0.0,0.0,0.0
6362,full_active,0,1,1,115,"(100,150]",427,"[100,1k)",39,"[30,60)",1683,730+,1,4,10,344,3.0,0,0,24,137,5,2,2,1.0,0.0,0.0,0.0,0.0,0.0
6363,single_low_active,0,-124,1,2369,500+,128,"[100,1k)",39,"[30,60)",982,730+,1,1,19,569,1.0,0,0,15,69,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6364,high_active,0,-124,1,214,"(150,250]",281,"[100,1k)",114,"[60,120)",701,366-730,0,1,29,1293,1.0,0,1,10,254,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6365,full_active,0,1,1,258,"(250,500]",257,"[100,1k)",148,"[120,250)",2114,730+,0,4,29,919,1.0,0,0,31,296,3,3,0,1.0,0.0,0.0,0.0,0.0,0.0
6366,full_active,0,1,1,626,500+,123,"[100,1k)",122,"[120,250)",185,181-365,1,5,31,367,0.0,0,0,24,137,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0
6367,full_active,0,-124,1,151,"(150,250]",9,"[1,10)",3,"[1,5)",661,366-730,0,4,19,606,1.0,0,0,31,354,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6368,high_active,0,-124,1,320,"(250,500]",13,"[10,100)",2,"[1,5)",944,730+,1,1,10,262,0.0,0,1,18,393,3,0,0,1.0,1.0,0.0,0.0,0.0,0.0
6369,full_active,0,1,1,295,"(250,500]",29,"[10,100)",10,"[5,30)",1219,730+,0,3,2,1171,5.0,0,0,15,441,1,4,2,1.0,0.0,0.0,0.0,0.0,0.0
6370,full_active,0,-124,1,2036,500+,535,"[100,1k)",445,250+,1364,730+,1,6,29,950,1.0,0,0,38,139,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0
6371,full_active,0,-124,0,26,"(10,50]",2,"[1,10)",2,"[1,5)",230,181-365,1,2,2,1153,5.0,0,1,21,377,6,3,2,0.0,0.0,0.0,0.0,0.0,0.0
6372,full_active,0,1,1,2569,500+,554,"[100,1k)",407,250+,1900,730+,1,4,48,703,3.0,0,1,10,450,3,3,0,1.0,0.0,1.0,0.0,0.0,0.0
6373,middle_active,0,-124,1,103,"(100,150]",375,"[100,1k)",103,"[60,120)",530,366-730,0,1,19,620,1.0,0,0,15,118,6,3,0,1.0,0.0,1.0,0.0,0.0,0.0
6374,full_active,0,1,1,69,"(50,100]",418,"[100,1k)",66,"[60,120)",1907,730+,0,3,19,646,2.0,0,0,26,124,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
6375,2_14_day_new,0,1,1,50,"(10,50]",68,"[10,100)",42,"[30,60)",2384,730+,1,1,28,31,,0,1,8,181,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0
